RNA1 EcoCyc ID	RNA2 EcoCyc ID	RNA1 name	RNA2 name	RNA1 description	RNA2 description	RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value	total RNA reads1	total RNA reads2	lib norm IP RNA1	lib norm IP RNA2	lib norm total RNA1	lib norm total RNA2	IP/total ratio1	IP/total ratio2	Normalized Odds Ratio (NOR)	RNA1 pred effect	RNA2 pred effect	Maximal RNA effect	Total reads IP: 17704931	Total reads total: 21480284
G0-8871	G0-8907	arcZ	C0614	small regulatory RNA ArcZ	-	chrI	3350617	3350648	+	chrI	2653518	2653583	-	21	205056	132	17499722	13.577006680215073	7.183373589826686e-10	4422	3	0.011583044294270336	8.641660337450623e-06	0.00020586319994651838	1.396629579013015e-07	46.36604114854171	38.25	13.577006680215073	0.0001024005617402244	0.13725490196078433	0.13725490196078433
G0-10700	G0-8871	G0-10700	arcZ	-	small regulatory RNA ArcZ	chrI	2278204	2278391	-	chrI	3350664	3350698	+	141	2935	247651	17454204	3.385875373596342	3.026556113602578e-26	957	4422	0.00017373690979083736	0.013995649008742254	4.455248357051518e-05	0.00020586319994651838	3.210855949895616	56.02351345240787	0.4699877217051655	0.006362800772371336	0.0005690256344030477	0.006362800772371336
G0-10700	G0-8882	G0-10700	omrB	-	small regulatory RNA OmrB	chrI	2278208	2278277	-	chrI	2976102	2976349	-	314	666	325094	17378857	25.203895741792472	3.7044827610549314e-279	313	1053	5.5351811311775234e-05	0.018379512464634852	1.4571501941035788e-05	4.902169822335682e-05	3.121019108280255	308.7362428842505	3.4006256292412185	0.04323094425483504	0.0009649424722194906	0.04323094425483504
G0-8865	G0-8871	ryeA	arcZ	small antisense RNA RyeA	small regulatory RNA ArcZ	chrI	1923119	1923154	+	chrI	3350679	3350698	+	36	370	247756	17456769	6.855520928830153	2.0205965417588624e-11	360	4422	2.2931464686306884e-05	0.013995649008742254	1.6759554948156178e-05	0.00020586319994651838	1.1246537396121883	56.02351345240787	0.33331435208730514	0.00431111909466499	0.00014528314069865047	0.00431111909466499
G0-17083	G0-9382	chiZ	chiX	small regulatory RNA ChiZ	small regulatory RNA ChiX	chrI	708234	708626	+	chrI	507227	507289	+	5466	7565	2148447	15543453	5.227373775268183	0.0	117	2530	0.0007360096461262684	0.12165610812038748	5.446855358150758e-06	0.0001177824278300976	110.4322033898305	851.0126432240221	5.227373775268183	0.4194612846289617	0.002537706954737726	0.4194612846289617
G0-16635	G0-8878	ryeG	cyaR	small RNA RyeG	small regulatory RNA CyaR	chrI	2470498	2470694	-	chrI	2167135	2167201	+	272	2818	449616	17252225	3.703661364566307	4.227414722830462e-61	447	2871	0.00017452764995243416	0.025410322130032588	2.080978072729392e-05	0.00013365745071154553	6.897321428571429	156.64623955431756	1.1043492946209565	0.026247359011864133	0.0006045949214026602	0.026247359011864133
G0-8894.EG10024.IGR	G0-17117	tp2.aceE.IGR	glnZ	- : pyruvate dehydrogenase E1 component	-	chrI	122859	122896	+	chrI	4056426	4056567	-	29	658	62343	17641901	12.471818667459223	3.599406066130886e-15	1079	1288	3.880274935835672e-05	0.0035228603827939233	5.02321105251681e-05	5.996196325895877e-05	0.6361111111111111	48.38789759503491	0.3429710720649417	0.0011608309105464963	0.0004649522221509652	0.0011608309105464963
G0-17084	EG31116	ispZ	oxyS	small regulatory RNA IspZ	small regulatory RNA OxyS	chrI	194722	194784	+	chrI	4158278	4158298	-	15	2307	3544	17699065	32.47134481766652	2.026785447482258e-11	316	36	0.00013114990394483888	0.0002010174453659266	1.471116489893709e-05	1.6759554948156178e-06	7.3249211356466875	96.1891891891892	10.28248181842581	0.0020456282770426673	0.004214667041303737	0.004214667041303737
G0-16601	G0-17104	micL	uhpU	small regulatory RNA MicL-S	small RNA UhpU	chrI	1958516	1958577	-	chrI	3845731	3845749	-	57	8766	16309	17679799	7.048932955433038	2.4409867146638246e-22	130	151	0.0004983357461263193	0.0009243752489066464	6.052061509056398e-06	7.029702214365509e-06	67.35114503816794	107.67105263157895	7.048932955433038	0.006460387623257395	0.003482830257851644	0.006460387623257395
G0-8880	G0-17077	rybB	rbsZ	small regulatory RNA RybB	small regulatory RNA RbsZ	chrI	888017	888109	-	chrI	3937256	3937280	+	65	61353	1628	17641885	11.480693940903711	4.966178389791038e-38	75	749	0.0034689770889251136	9.562307811309741e-05	3.4915739475325374e-06	3.486918515602494e-05	808.1315789473684	2.2573333333333334	1.120362478565187	0.0010583216646585692	0.003746681835419037	0.003746681835419037
