RNA1 EcoCyc ID	RNA2 EcoCyc ID	RNA1 name	RNA2 name	RNA1 description	RNA2 description	RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value	total RNA reads1	total RNA reads2	lib norm IP RNA1	lib norm IP RNA2	lib norm total RNA1	lib norm total RNA2	IP/total ratio1	IP/total ratio2	Normalized Odds Ratio (NOR)	RNA1 pred effect	RNA2 pred effect	Maximal RNA effect	Total reads IP: 16899006	Total reads total: 13860635
G0-8871	G0-8907	arcZ	C0614	small regulatory RNA ArcZ	-	chrI	3350641	3350643	+	chrI	2653518	2653586	-	15	255907	130	16642954	7.5040575136821035	0.04308385715480091	4210	1	0.015144204339592519	8.580386325680931e-06	0.00030373788791061883	7.214676672461255e-08	60.77463785324151	72.5	7.5040575136821035	5.8611608224380866e-05	0.10344827586206896	0.10344827586206896
G0-10698	G0-8899	G0-10698	mcaS	-	small regulatory RNA McaS	chrI	1671104	1671133	-	chrI	1405658	1405683	-	17	76	144481	16754432	25.939063923539027	3.710543033333875e-11	17	2101	5.503282264057424e-06	0.008550680436470642	1.2264950343184133e-06	0.00015158035688841095	5.166666666666667	68.74310180780209	4.061166573887424	0.02861952861952862	0.0001176486871790613	0.02861952861952862
G0-10698	EG31116	G0-10698	oxyS	-	small regulatory RNA OxyS	chrI	1670976	1671065	-	chrI	4158279	4158309	-	10	659	16159	16882178	15.85362493603728	0.009556186253280946	37	177	3.9588127254348566e-05	0.000956801837930586	2.669430368810664e-06	1.276997771025642e-05	17.605263157894736	90.83707865168539	8.457795121378739	0.007974481658692184	0.0006184674376894057	0.007974481658692184
G0-10698	G0-8883	G0-10698	sdsR	-	small regulatory RNA SdsR	chrI	1670975	1671093	-	chrI	1923103	1923157	-	43	626	51008	16847329	22.687512620960792	5.073382620514218e-35	37	299	3.9588127254348566e-05	0.0030209469124988773	2.669430368810664e-06	2.157188325065915e-05	17.605263157894736	170.17	12.103625154244632	0.03429027113237639	0.0008422949599420187	0.03429027113237639
G0-10700	G0-8871	G0-10700	arcZ	-	small regulatory RNA ArcZ	chrI	2278207	2278397	-	chrI	3350662	3350698	+	191	2424	312807	16583584	4.177367499383127	4.859381259990503e-49	677	4210	0.00015474282925279748	0.018521681097692966	4.884336107256269e-05	0.00030373788791061883	3.8569321533923304	74.32866302540964	0.4882370613608151	0.008536694377402341	0.0006102275413900408	0.008536694377402341
G0-10609	G0-17105	ryjB	aceK-int	small RNA RyjB	small RNA AceK-int	chrI	4528020	4528077	+	chrI	4218858	4218964	+	41	419	390042	16508504	4.1415811789634205	2.3322585278746226e-06	2256	1654	2.72205359297464e-05	0.023083191993659272	0.0001627631057307259	0.00011933075216250915	0.20381036774479397	235.69969788519637	0.025578702519074306	0.0005504759603120258	0.00010510583645019137	0.0005504759603120258
G0-8871	G7047.G7048.IGR	arcZ	dsrA.yedP.IGR	small regulatory RNA ArcZ	small regulatory RNA DsrA : putative mannosyl-3-phosphoglycerate phosphatase	chrI	3350641	3350657	+	chrI	2025305	2025381	+	40	255882	173	16642911	15.038462680119942	2.356478004143516e-24	4210	32	0.015144204339592519	1.2604291637034746e-05	0.00030373788791061883	2.3086965351876015e-06	60.77463785324151	6.454545454545454	2.9414073010702912	0.0001562976219316823	0.03673094582185491	0.03673094582185491
G0-8871	G0-9383	arcZ	sroC	small regulatory RNA ArcZ	small regulatory RNA SroC	chrI	3350613	3350647	+	chrI	686801	686842	-	250	255672	8466	16634618	1.9212833003382914	1.0428105816483448e-13	4210	439	0.015144204339592519	0.0005157699807905861	0.00030373788791061883	3.1672430592104904e-05	60.77463785324151	19.80909090909091	1.1532992593490734	0.0009768601370730144	0.017217630853994487	0.017217630853994487
G0-17083	G0-9382	chiZ	chiX	small regulatory RNA ChiZ	small regulatory RNA ChiX	chrI	708232	708693	+	chrI	507226	507290	+	13216	18008	2589297	14278485	4.047014957052093	0.0	183	4260	0.0018476826388486992	0.15400391005246108	1.3202858310604095e-05	0.0003073452262468494	169.69565217391303	610.7751701478526	4.047014957052093	0.42326415577760695	0.005078168677735711	0.42326415577760695
G0-16635	G0-8878	ryeG	cyaR	small RNA RyeG	small regulatory RNA CyaR	chrI	2470501	2470693	-	chrI	2167141	2167201	+	321	1590	765056	16132039	4.257002898394316	3.149960122344505e-83	141	3687	0.00011308357426466385	0.0452912437571772	1.0172694108170368e-05	0.00026600512891364645	13.45774647887324	207.53172451193058	1.7360504777702812	0.06850192061459667	0.00041940115786076663	0.06850192061459667
